rgn_id,year,value
1,2013,0.08695756937377155
2,2013,0.04370734682306648
3,2013,0.11052059894427657
4,2013,0.044357547303661704
5,2013,0.048167949402704836
6,2013,0.196335433004424
7,2013,0.1416994723957032
8,2013,0.06766021004877985
